@attribute Elapsed_Time_training numeric
@attribute Elapsed_Time_testing numeric
@attribute UserCPU_Time_training numeric
@attribute UserCPU_Time_testing numeric
@attribute Serialized_Model_Size numeric
@attribute Serialized_Train_Set_Size numeric
@attribute Serialized_Test_Set_Size numeric
@attribute Coverage_of_Test_Cases_By_Regions numeric
@attribute Size_of_Predicted_Regions numeric
@attribute Summary string

@data

ionosphere,1,7,weka.classifiers.functions.MultilayerPerceptron,'-L 0.6 -M 0.4 -N 500 -V 0 -S 0 -E 20 -H a',-5990607817048210779,20141103.1803,316,35,32,3,0,91.428571,8.571429,0,0.805915,0.094733,0.283003,20.75148,59.575111,32.502297,28.109855,4.392441,0.928637,0.803139,0.125498,25.59643,0.731327,2711.393824,0.833333,10,0.043478,1,0.956522,22,0.166667,2,0.909091,0.833333,0.869565,0.807607,0.880435,0.895758,0.914286,0.124431,0.875569,0.085714,0.914069,0.914286,0.913334,0.807607,0.880435,0.904074,0.902868,0.914286,1.885,0,1.870876,0.00028,54023,101687,14858,94.285714,52.857143,?
ionosphere,1,8,weka.classifiers.functions.MultilayerPerceptron,'-L 0.6 -M 0.4 -N 500 -V 0 -S 0 -E 20 -H a',-5990607817048210779,20141103.1803,316,35,32,3,0,91.428571,8.571429,0,0.797688,0.088379,0.288987,19.359446,60.834909,32.502297,24.083959,8.418337,0.928637,0.688113,0.240524,26.019585,0.743417,2756.217997,0.75,9,0,0,1,23,0.25,3,1,0.75,0.857143,0.814531,0.938406,0.934732,0.914286,0.164286,0.835714,0.085714,0.924176,0.914286,0.910787,0.814531,0.938406,0.950178,0.897959,0.914286,2.078,0,1.958564,0.00028,54023,101687,14858,91.428571,51.428571,?
ionosphere,1,9,weka.classifiers.functions.MultilayerPerceptron,'-L 0.6 -M 0.4 -N 500 -V 0 -S 0 -E 20 -H a',-5990607817048210779,20141103.1803,316,35,33,2,0,94.285714,5.714286,0,0.867925,0.051319,0.196077,11.241503,41.27632,32.502297,8.383242,24.119055,0.928637,0.239521,0.689116,28.802443,0.822927,3051.002231,0.833333,10,0,0,1,23,0.166667,2,1,0.833333,0.909091,0.875595,0.992754,0.988095,0.942857,0.109524,0.890476,0.057143,0.947429,0.942857,0.94145,0.875595,0.992754,0.993486,0.933712,0.942857,1.94,0,1.911989,0.000255,54023,101687,14858,97.142857,54.285714,?
ionosphere,1,10,weka.classifiers.functions.MultilayerPerceptron,'-L 0.6 -M 0.4 -N 500 -V 0 -S 0 -E 20 -H a',-5990607817048210779,20141103.1803,316,35,32,3,0,91.428571,8.571429,0,0.797688,0.088438,0.292387,19.372462,61.550464,32.502297,35.256124,-2.753827,0.928637,1.007318,-0.078681,26.017317,0.743352,2755.977814,0.75,9,0,0,1,23,0.25,3,1,0.75,0.857143,0.814531,0.844203,0.875412,0.914286,0.164286,0.835714,0.085714,0.924176,0.914286,0.910787,0.814531,0.844203,0.84588,0.897959,0.914286,1.93,0,1.921873,0.000239,54023,101687,14858,91.428571,51.428571,?
ionosphere,1,1,weka.classifiers.functions.MultilayerPerceptron,'-L 0.8 -M 0.4 -N 500 -V 0 -S 0 -E 20 -H a',-5990607817048210779,20141103.1803,315,36,32,4,0,88.888889,11.111111,0,0.750865,0.102813,0.305898,22.301806,63.685661,33.969909,39.438608,-5.468699,0.943609,1.095517,-0.151908,26.079438,0.724429,2767.435235,0.769231,10,0.043478,1,0.956522,22,0.230769,3,0.909091,0.769231,0.833333,0.756759,0.816054,0.860924,0.888889,0.163136,0.836864,0.111111,0.890505,0.888889,0.886574,0.756759,0.816054,0.844364,0.875,0.888889,1.89,0,1.875633,0.000265,54023,101378,15167,91.666667,51.388889,?
ionosphere,1,2,weka.classifiers.functions.MultilayerPerceptron,'-L 0.8 -M 0.4 -N 500 -V 0 -S 0 -E 20 -H a',-5990607817048210779,20141103.1803,316,35,33,2,0,94.285714,5.714286,0,0.873646,0.070894,0.19172,15.29174,39.664114,33.329976,5.330004,27.999972,0.952285,0.152286,0.799999,28.264079,0.807545,3002.271628,0.846154,11,0,0,1,22,0.153846,2,1,0.846154,0.916667,0.880705,0.993007,0.988588,0.942857,0.096703,0.903297,0.057143,0.947619,0.942857,0.941718,0.880705,0.993007,0.99338,0.936594,0.942857,1.953,0,1.938707,0.00032,54023,101687,14858,100,58.571429,?
ionosphere,1,3,weka.classifiers.functions.MultilayerPerceptron,'-L 0.8 -M 0.4 -N 500 -V 0 -S 0 -E 20 -H a',-5990607817048210779,20141103.1803,316,35,30,5,0,85.714286,14.285714,0,0.678899,0.155196,0.38036,33.475408,78.690951,33.329976,57.602339,-24.272363,0.952285,1.645781,-0.693496,22.004884,0.628711,2337.406439,0.692308,9,0.045455,1,0.954545,21,0.307692,4,0.9,0.692308,0.782609,0.691861,0.874126,0.872782,0.857143,0.21029,0.78971,0.142857,0.862286,0.857143,0.852385,0.691861,0.874126,0.898597,0.838113,0.857143,2.523,0.001,2.462799,0.000387,54023,101687,14858,85.714286,52.857143,?
ionosphere,1,4,weka.classifiers.functions.MultilayerPerceptron,'-L 0.8 -M 0.4 -N 500 -V 0 -S 0 -E 20 -H a',-5990607817048210779,20141103.1803,316,35,31,4,0,88.571429,11.428571,0,0.747292,0.117053,0.304876,25.248032,63.074374,33.329976,23.192208,10.137768,0.952285,0.662635,0.289651,24.906375,0.711611,2645.609022,0.769231,10,0.045455,1,0.954545,21,0.230769,3,0.909091,0.769231,0.833333,0.75333,0.923077,0.916923,0.885714,0.161938,0.838062,0.114286,0.887662,0.885714,0.883437,0.75333,0.923077,0.936665,0.873188,0.885714,2.687,0.001,2.636636,0.000384,54023,101687,14858,91.428571,58.571429,?
ionosphere,1,5,weka.classifiers.functions.MultilayerPerceptron,'-L 0.8 -M 0.4 -N 500 -V 0 -S 0 -E 20 -H a',-5990607817048210779,20141103.1803,316,35,32,3,0,91.428571,8.571429,0,0.807339,0.085401,0.272197,18.420894,56.313599,33.329976,17.681626,15.64835,0.952285,0.505189,0.447096,27.017743,0.771936,2869.883086,0.769231,10,0,0,1,22,0.230769,3,1,0.769231,0.869565,0.822753,0.961538,0.953846,0.914286,0.145055,0.854945,0.085714,0.924571,0.914286,0.911431,0.822753,0.961538,0.967901,0.902868,0.914286,2.735,0.001,2.675641,0.000388,54023,101687,14858,94.285714,54.285714,?
ionosphere,1,6,weka.classifiers.functions.MultilayerPerceptron,'-L 0.8 -M 0.4 -N 500 -V 0 -S 0 -E 20 -H a',-5990607817048210779,20141103.1803,316,35,32,3,0,91.428571,8.571429,0,0.813499,0.119643,0.299827,25.806777,62.029788,33.329976,22.729304,10.600672,0.952285,0.649409,0.302876,24.746185,0.707034,2628.593373,0.846154,11,0.045455,1,0.954545,21,0.153846,2,0.916667,0.846154,0.88,0.815076,0.937063,0.932751,0.914286,0.113586,0.886414,0.085714,0.914389,0.914286,0.913524,0.815076,0.937063,0.946436,0.906667,0.914286,2.728,0.006,2.688141,0.00052,54023,101687,14858,94.285714,58.571429,?
ionosphere,1,7,weka.classifiers.functions.MultilayerPerceptron,'-L 0.8 -M 0.4 -N 500 -V 0 -S 0 -E 20 -H a',-5990607817048210779,20141103.1803,316,35,32,3,0,91.428571,8.571429,0,0.805915,0.079975,0.233229,17.518665,49.097162,32.502297,18.649716,13.852581,0.928637,0.532849,0.395788,26.763724,0.764678,2835.043598,0.833333,10,0.043478,1,0.956522,22,0.166667,2,0.909091,0.833333,0.869565,0.807607,0.923913,0.940972,0.914286,0.124431,0.875569,0.085714,0.914069,0.914286,0.913334,0.807607,0.923913,0.930306,0.902868,0.914286,2.672,0,2.610671,0.000385,54023,101687,14858,97.142857,57.142857,?
ionosphere,1,8,weka.classifiers.functions.MultilayerPerceptron,'-L 0.8 -M 0.4 -N 500 -V 0 -S 0 -E 20 -H a',-5990607817048210779,20141103.1804,316,35,32,3,0,91.428571,8.571429,0,0.797688,0.092592,0.291048,20.282505,61.268594,32.502297,23.235693,9.266604,0.928637,0.663877,0.26476,25.785228,0.736721,2731.392858,0.75,9,0,0,1,23,0.25,3,1,0.75,0.857143,0.814531,0.894928,0.902742,0.914286,0.164286,0.835714,0.085714,0.924176,0.914286,0.910787,0.814531,0.894928,0.9143,0.897959,0.914286,2.704,0.001,2.661355,0.000387,54023,101687,14858,91.428571,51.428571,?
ionosphere,1,9,weka.classifiers.functions.MultilayerPerceptron,'-L 0.8 -M 0.4 -N 500 -V 0 -S 0 -E 20 -H a',-5990607817048210779,20141103.1804,316,35,34,1,0,97.142857,2.857143,0,0.935305,0.055431,0.197637,12.142337,41.60464,32.502297,7.373832,25.128465,0.928637,0.210681,0.717956,28.498301,0.814237,3018.784961,0.916667,11,0,0,1,23,0.083333,1,1,0.916667,0.956522,0.937268,0.992754,0.988095,0.971429,0.054762,0.945238,0.028571,0.972619,0.971429,0.971111,0.937268,0.992754,0.993486,0.967623,0.971429,2.745,0,2.699944,0.000385,54023,101687,14858,97.142857,52.857143,?
ionosphere,1,10,weka.classifiers.functions.MultilayerPerceptron,'-L 0.8 -M 0.4 -N 500 -V 0 -S 0 -E 20 -H a',-5990607817048210779,20141103.1804,316,35,32,3,0,91.428571,8.571429,0,0.797688,0.091384,0.292882,20.017883,61.654759,32.502297,30.315379,2.186918,0.928637,0.866154,0.062483,25.855401,0.738726,2738.826238,0.75,9,0,0,1,23,0.25,3,1,0.75,0.857143,0.814531,0.858696,0.880868,0.914286,0.164286,0.835714,0.085714,0.924176,0.914286,0.910787,0.814531,0.858696,0.85757,0.897959,0.914286,2.334,0.001,2.192421,0.000386,54023,101687,14858,91.428571,51.428571,?
ionosphere,1,1,weka.classifiers.functions.MultilayerPerceptron,'-L 0.2 -M 0.6 -N 500 -V 0 -S 0 -E 20 -H a',-5990607817048210779,20141103.1804,315,36,32,4,0,88.888889,11.111111,0,0.750865,0.11406,0.330142,24.741536,68.732958,33.969909,43.053964,-9.084055,0.943609,1.195943,-0.252335,25.339418,0.703873,2688.907568,0.769231,10,0.043478,1,0.956522,22,0.230769,3,0.909091,0.769231,0.833333,0.756759,0.809365,0.8586,0.888889,0.163136,0.836864,0.111111,0.890505,0.888889,0.886574,0.756759,0.809365,0.839344,0.875,0.888889,2.571,0.001,2.464191,0.000387,54023,101378,15167,88.888889,51.388889,?
ionosphere,1,2,weka.classifiers.functions.MultilayerPerceptron,'-L 0.2 -M 0.6 -N 500 -V 0 -S 0 -E 20 -H a',-5990607817048210779,20141103.1804,316,35,33,2,0,94.285714,5.714286,0,0.873646,0.077199,0.206662,16.651549,42.755287,33.329976,7.076332,26.253644,0.952285,0.202181,0.750104,28.035993,0.801028,2978.043901,0.846154,11,0,0,1,22,0.153846,2,1,0.846154,0.916667,0.880705,0.993007,0.989744,0.942857,0.096703,0.903297,0.057143,0.947619,0.942857,0.941718,0.880705,0.993007,0.99365,0.936594,0.942857,2.432,0.001,2.391576,0.000384,54023,101687,14858,100,60,?
ionosphere,1,3,weka.classifiers.functions.MultilayerPerceptron,'-L 0.2 -M 0.6 -N 500 -V 0 -S 0 -E 20 -H a',-5990607817048210779,20141103.1804,316,35,31,4,0,88.571429,11.428571,0,0.747292,0.119667,0.332745,25.811952,68.839934,33.329976,47.836032,-14.506056,0.952285,1.366744,-0.414459,24.569866,0.701996,2609.864318,0.769231,10,0.045455,1,0.954545,21,0.230769,3,0.909091,0.769231,0.833333,0.75333,0.874126,0.890164,0.885714,0.161938,0.838062,0.114286,0.887662,0.885714,0.883437,0.75333,0.874126,0.862952,0.873188,0.885714,2.569,0.001,2.516738,0.000384,54023,101687,14858,91.428571,54.285714,?
ionosphere,1,4,weka.classifiers.functions.MultilayerPerceptron,'-L 0.2 -M 0.6 -N 500 -V 0 -S 0 -E 20 -H a',-5990607817048210779,20141103.1804,316,35,31,4,0,88.571429,11.428571,0,0.738806,0.097003,0.27479,20.923252,56.850014,33.329976,19.123789,14.206187,0.952285,0.546394,0.405891,26.259624,0.750275,2789.354085,0.692308,9,0,0,1,22,0.307692,4,1,0.692308,0.818182,0.765375,0.923077,0.936104,0.885714,0.193407,0.806593,0.114286,0.903297,0.885714,0.880087,0.765375,0.923077,0.929957,0.867424,0.885714,2.571,0.001,2.522221,0.000329,54023,101687,14858,94.285714,55.714286,?
ionosphere,1,5,weka.classifiers.functions.MultilayerPerceptron,'-L 0.2 -M 0.6 -N 500 -V 0 -S 0 -E 20 -H a',-5990607817048210779,20141103.1804,316,35,33,2,0,94.285714,5.714286,0,0.873646,0.062573,0.219434,13.496889,45.397659,33.329976,10.335896,22.99408,0.952285,0.295311,0.656974,28.807863,0.823082,3060.033569,0.846154,11,0,0,1,22,0.153846,2,1,0.846154,0.916667,0.880705,0.972028,0.96716,0.942857,0.096703,0.903297,0.057143,0.947619,0.942857,0.941718,0.880705,0.972028,0.976562,0.936594,0.942857,2.592,0.001,2.541711,0.000386,54023,101687,14858,97.142857,54.285714,?
ionosphere,1,6,weka.classifiers.functions.MultilayerPerceptron,'-L 0.2 -M 0.6 -N 500 -V 0 -S 0 -E 20 -H a',-5990607817048210779,20141103.1804,316,35,32,3,0,91.428571,8.571429,0,0.819277,0.092047,0.262947,19.854337,54.399775,33.329976,16.583034,16.746942,0.952285,0.473801,0.478484,26.709671,0.763133,2837.159019,0.923077,12,0.090909,2,0.909091,20,0.076923,1,0.857143,0.923077,0.888889,0.820768,0.947552,0.949211,0.914286,0.082118,0.917882,0.085714,0.917007,0.914286,0.914876,0.820768,0.947552,0.95594,0.909561,0.914286,2.559,0,2.508706,0.000384,54023,101687,14858,94.285714,57.142857,?
ionosphere,1,7,weka.classifiers.functions.MultilayerPerceptron,'-L 0.2 -M 0.6 -N 500 -V 0 -S 0 -E 20 -H a',-5990607817048210779,20141103.1804,316,35,31,4,0,88.571429,11.428571,0,0.724409,0.112992,0.321415,24.751042,67.66124,32.502297,32.367832,0.134465,0.928637,0.924795,0.003842,24.131707,0.689477,2556.237738,0.666667,8,0,0,1,23,0.333333,4,1,0.666667,0.8,0.753592,0.898551,0.91544,0.885714,0.219048,0.780952,0.114286,0.902646,0.885714,0.878857,0.753592,0.898551,0.886027,0.86,0.885714,2.615,0.001,2.568708,0.000372,54023,101687,14858,91.428571,52.857143,?
ionosphere,1,8,weka.classifiers.functions.MultilayerPerceptron,'-L 0.2 -M 0.6 -N 500 -V 0 -S 0 -E 20 -H a',-5990607817048210779,20141103.1804,316,35,32,3,0,91.428571,8.571429,0,0.797688,0.096177,0.295092,21.067723,62.119969,32.502297,24.695776,7.80652,0.928637,0.705594,0.223043,25.556599,0.730189,2707.174573,0.75,9,0,0,1,23,0.25,3,1,0.75,0.857143,0.814531,0.967391,0.949369,0.914286,0.164286,0.835714,0.085714,0.924176,0.914286,0.910787,0.814531,0.967391,0.971881,0.897959,0.914286,2.732,0,2.693494,0.000372,54023,101687,14858,91.428571,51.428571,?
ionosphere,1,9,weka.classifiers.functions.MultilayerPerceptron,'-L 0.2 -M 0.6 -N 500 -V 0 -S 0 -E 20 -H a',-5990607817048210779,20141103.1804,316,35,33,2,0,94.285714,5.714286,0,0.867925,0.056018,0.214886,12.270782,45.235744,32.502297,11.0623,21.439997,0.928637,0.316066,0.612571,28.360198,0.810291,3004.155813,0.833333,10,0,0,1,23,0.166667,2,1,0.833333,0.909091,0.875595,0.98913,0.983333,0.942857,0.109524,0.890476,0.057143,0.947429,0.942857,0.94145,0.875595,0.98913,0.990554,0.933712,0.942857,2.546,0.001,2.479214,0.000382,54023,101687,14858,97.142857,52.857143,?
ionosphere,1,10,weka.classifiers.functions.MultilayerPerceptron,'-L 0.2 -M 0.6 -N 500 -V 0 -S 0 -E 20 -H a',-5990607817048210779,20141103.1804,316,35,32,3,0,91.428571,8.571429,0,0.797688,0.088817,0.292541,19.455545,61.582998,32.502297,35.002952,-2.500655,0.928637,1.000084,-0.071447,25.996877,0.742768,2753.812634,0.75,9,0,0,1,23,0.25,3,1,0.75,0.857143,0.814531,0.844203,0.871674,0.914286,0.164286,0.835714,0.085714,0.924176,0.914286,0.910787,0.814531,0.844203,0.857754,0.897959,0.914286,2.588,0.001,2.522641,0.000256,54023,101687,14858,91.428571,51.428571,?
ionosphere,1,1,weka.classifiers.functions.MultilayerPerceptron,'-L 0.4 -M 0.6 -N 500 -V 0 -S 0 -E 20 -H a',-5990607817048210779,20141103.1804,315,36,33,3,0,91.666667,8.333333,0,0.809859,0.098153,0.298466,21.291114,62.138341,33.969909,38.898324,-4.928415,0.943609,1.080509,-0.1369,26.519162,0.736643,2814.09676,0.769231,10,0,0,1,23,0.230769,3,1,0.769231,0.869565,0.824908,0.799331,0.855675,0.916667,0.147436,0.852564,0.083333,0.926282,0.916667,0.913783,0.824908,0.799331,0.830848,0.90417,0.916667,2.482,0,2.414236,0.000261,54023,101378,15167,91.666667,51.388889,?
ionosphere,1,2,weka.classifiers.functions.MultilayerPerceptron,'-L 0.4 -M 0.6 -N 500 -V 0 -S 0 -E 20 -H a',-5990607817048210779,20141103.1804,316,35,32,3,0,91.428571,8.571429,0,0.807339,0.102127,0.289411,22.028617,59.874857,33.329976,15.765378,17.564598,0.952285,0.450439,0.501846,25.913477,0.740385,2752.585595,0.769231,10,0,0,1,22,0.230769,3,1,0.769231,0.869565,0.822753,0.982517,0.97325,0.914286,0.145055,0.854945,0.085714,0.924571,0.914286,0.911431,0.822753,0.982517,0.983976,0.902868,0.914286,2.237,0.001,2.113984,0.000374,54023,101687,14858,97.142857,55.714286,?
ionosphere,1,3,weka.classifiers.functions.MultilayerPerceptron,'-L 0.4 -M 0.6 -N 500 -V 0 -S 0 -E 20 -H a',-5990607817048210779,20141103.1804,316,35,29,6,0,82.857143,17.142857,0,0.620939,0.168242,0.395861,36.289458,81.897828,33.329976,57.868669,-24.538693,0.952285,1.653391,-0.701106,20.823116,0.594946,2211.876485,0.692308,9,0.090909,2,0.909091,20,0.307692,4,0.818182,0.692308,0.75,0.625956,0.863636,0.859104,0.828571,0.227173,0.772827,0.171429,0.827706,0.828571,0.825155,0.625956,0.863636,0.876668,0.809783,0.828571,2.615,0,2.554187,0.000393,54023,101687,14858,85.714286,52.857143,?
ionosphere,1,4,weka.classifiers.functions.MultilayerPerceptron,'-L 0.4 -M 0.6 -N 500 -V 0 -S 0 -E 20 -H a',-5990607817048210779,20141103.1804,316,35,32,3,0,91.428571,8.571429,0,0.807339,0.101504,0.284065,21.894171,58.76894,33.329976,19.669517,13.660458,0.952285,0.561986,0.390299,26.123184,0.746377,2774.86109,0.769231,10,0,0,1,22,0.230769,3,1,0.769231,0.869565,0.822753,0.91958,0.922934,0.914286,0.145055,0.854945,0.085714,0.924571,0.914286,0.911431,0.822753,0.91958,0.933765,0.902868,0.914286,2.551,0.001,2.487099,0.000312,54023,101687,14858,94.285714,57.142857,?
ionosphere,1,5,weka.classifiers.functions.MultilayerPerceptron,'-L 0.4 -M 0.6 -N 500 -V 0 -S 0 -E 20 -H a',-5990607817048210779,20141103.1804,316,35,33,2,0,94.285714,5.714286,0,0.873646,0.070803,0.226305,15.271962,46.819234,33.329976,10.640247,22.689729,0.952285,0.304007,0.648278,28.356408,0.810183,3012.079012,0.846154,11,0,0,1,22,0.153846,2,1,0.846154,0.916667,0.880705,0.979021,0.970911,0.942857,0.096703,0.903297,0.057143,0.947619,0.942857,0.941718,0.880705,0.979021,0.981541,0.936594,0.942857,2.587,0.001,2.508342,0.000389,54023,101687,14858,97.142857,57.142857,?
ionosphere,1,6,weka.classifiers.functions.MultilayerPerceptron,'-L 0.4 -M 0.6 -N 500 -V 0 -S 0 -E 20 -H a',-5990607817048210779,20141103.1804,316,35,32,3,0,91.428571,8.571429,0,0.819277,0.09503,0.282519,20.497741,58.44909,33.329976,20.137945,13.192031,0.952285,0.57537,0.376915,26.474106,0.756403,2812.136794,0.923077,12,0.090909,2,0.909091,20,0.076923,1,0.857143,0.923077,0.888889,0.820768,0.93007,0.94841,0.914286,0.082118,0.917882,0.085714,0.917007,0.914286,0.914876,0.820768,0.93007,0.932529,0.909561,0.914286,2.715,0.001,2.656365,0.000386,54023,101687,14858,94.285714,57.142857,?
ionosphere,1,7,weka.classifiers.functions.MultilayerPerceptron,'-L 0.4 -M 0.6 -N 500 -V 0 -S 0 -E 20 -H a',-5990607817048210779,20141103.1804,316,35,32,3,0,91.428571,8.571429,0,0.805915,0.098745,0.289401,21.630291,60.92204,32.502297,28.857147,3.645149,0.928637,0.82449,0.104147,25.296288,0.722751,2679.600147,0.833333,10,0.043478,1,0.956522,22,0.166667,2,0.909091,0.833333,0.869565,0.807607,0.873188,0.892978,0.914286,0.124431,0.875569,0.085714,0.914069,0.914286,0.913334,0.807607,0.873188,0.899547,0.902868,0.914286,2.674,0,2.563667,0.000387,54023,101687,14858,94.285714,54.285714,?
ionosphere,1,8,weka.classifiers.functions.MultilayerPerceptron,'-L 0.4 -M 0.6 -N 500 -V 0 -S 0 -E 20 -H a',-5990607817048210779,20141103.1804,316,35,32,3,0,91.428571,8.571429,0,0.797688,0.090609,0.284535,19.848105,59.897699,32.502297,19.609615,12.892682,0.928637,0.560275,0.368362,25.898878,0.739968,2743.431723,0.75,9,0,0,1,23,0.25,3,1,0.75,0.857143,0.814531,0.960145,0.951465,0.914286,0.164286,0.835714,0.085714,0.924176,0.914286,0.910787,0.814531,0.960145,0.968048,0.897959,0.914286,2.762,0.001,2.728324,0.000373,54023,101687,14858,94.285714,54.285714,?
ionosphere,1,9,weka.classifiers.functions.MultilayerPerceptron,'-L 0.4 -M 0.6 -N 500 -V 0 -S 0 -E 20 -H a',-5990607817048210779,20141103.1804,316,35,32,3,0,91.428571,8.571429,0,0.805915,0.064418,0.217469,14.110744,45.779599,32.502297,8.046617,24.45568,0.928637,0.229903,0.698734,27.5922,0.788349,2922.802865,0.833333,10,0.043478,1,0.956522,22,0.166667,2,0.909091,0.833333,0.869565,0.807607,0.98913,0.981151,0.914286,0.124431,0.875569,0.085714,0.914069,0.914286,0.913334,0.807607,0.98913,0.990009,0.902868,0.914286,2.756,0.001,2.699576,0.000385,54023,101687,14858,97.142857,54.285714,?
ionosphere,1,10,weka.classifiers.functions.MultilayerPerceptron,'-L 0.4 -M 0.6 -N 500 -V 0 -S 0 -E 20 -H a',-5990607817048210779,20141103.1804,316,35,32,3,0,91.428571,8.571429,0,0.797688,0.0895,0.292404,19.604993,61.554224,32.502297,33.384795,-0.882498,0.928637,0.953851,-0.025214,25.959736,0.741707,2749.878249,0.75,9,0,0,1,23,0.25,3,1,0.75,0.857143,0.814531,0.844203,0.875412,0.914286,0.164286,0.835714,0.085714,0.924176,0.914286,0.910787,0.814531,0.844203,0.84588,0.897959,0.914286,2.564,0.001,2.455827,0.00039,54023,101687,14858,91.428571,51.428571,?
ionosphere,1,1,weka.classifiers.functions.MultilayerPerceptron,'-L 0.6 -M 0.6 -N 500 -V 0 -S 0 -E 20 -H a',-5990607817048210779,20141103.1804,315,36,32,4,0,88.888889,11.111111,0,0.750865,0.109355,0.323368,23.720871,67.322667,33.969909,40.696318,-6.72641,0.943609,1.130453,-0.186845,25.599166,0.711088,2716.470797,0.769231,10,0.043478,1,0.956522,22,0.230769,3,0.909091,0.769231,0.833333,0.756759,0.80602,0.857558,0.888889,0.163136,0.836864,0.111111,0.890505,0.888889,0.886574,0.756759,0.80602,0.836653,0.875,0.888889,2.678,0,2.611368,0.000396,54023,101378,15167,91.666667,51.388889,?
ionosphere,1,2,weka.classifiers.functions.MultilayerPerceptron,'-L 0.6 -M 0.6 -N 500 -V 0 -S 0 -E 20 -H a',-5990607817048210779,20141103.1805,316,35,33,2,0,94.285714,5.714286,0,0.873646,0.072926,0.198393,15.729904,41.044664,33.329976,6.190834,27.139142,0.952285,0.176881,0.775404,28.259691,0.80742,3001.805492,0.846154,11,0,0,1,22,0.153846,2,1,0.846154,0.916667,0.880705,0.993007,0.989744,0.942857,0.096703,0.903297,0.057143,0.947619,0.942857,0.941718,0.880705,0.993007,0.99365,0.936594,0.942857,2.631,0.001,2.570407,0.000391,54023,101687,14858,100,60,?
ionosphere,1,3,weka.classifiers.functions.MultilayerPerceptron,'-L 0.6 -M 0.6 -N 500 -V 0 -S 0 -E 20 -H a',-5990607817048210779,20141103.1805,316,35,31,4,0,88.571429,11.428571,0,0.747292,0.136279,0.346667,29.394993,71.720294,33.329976,51.152977,-17.823001,0.952285,1.461514,-0.509229,23.435904,0.669597,2489.412478,0.769231,10,0.045455,1,0.954545,21,0.230769,3,0.909091,0.769231,0.833333,0.75333,0.825175,0.858421,0.885714,0.161938,0.838062,0.114286,0.887662,0.885714,0.883437,0.75333,0.825175,0.823436,0.873188,0.885714,2.808,0,2.772454,0.000387,54023,101687,14858,88.571429,54.285714,?
ionosphere,1,4,weka.classifiers.functions.MultilayerPerceptron,'-L 0.6 -M 0.6 -N 500 -V 0 -S 0 -E 20 -H a',-5990607817048210779,20141103.1805,316,35,32,3,0,91.428571,8.571429,0,0.807339,0.111028,0.294921,23.948577,61.01474,33.329976,23.611272,9.718704,0.952285,0.674608,0.277677,25.367918,0.724798,2694.635194,0.769231,10,0,0,1,22,0.230769,3,1,0.769231,0.869565,0.822753,0.902098,0.909818,0.914286,0.145055,0.854945,0.085714,0.924571,0.914286,0.911431,0.822753,0.902098,0.920472,0.902868,0.914286,2.773,0,2.733996,0.000334,54023,101687,14858,94.285714,57.142857,?
ionosphere,1,5,weka.classifiers.functions.MultilayerPerceptron,'-L 0.6 -M 0.6 -N 500 -V 0 -S 0 -E 20 -H a',-5990607817048210779,20141103.1805,316,35,33,2,0,94.285714,5.714286,0,0.873646,0.065023,0.237381,14.02525,49.110587,33.329976,13.311052,20.018924,0.952285,0.380316,0.571969,28.675782,0.819308,3046.003656,0.846154,11,0,0,1,22,0.153846,2,1,0.846154,0.916667,0.880705,0.972028,0.963248,0.942857,0.096703,0.903297,0.057143,0.947619,0.942857,0.941718,0.880705,0.972028,0.975954,0.936594,0.942857,2.773,0.001,2.741324,0.000383,54023,101687,14858,94.285714,51.428571,?
ionosphere,1,6,weka.classifiers.functions.MultilayerPerceptron,'-L 0.6 -M 0.6 -N 500 -V 0 -S 0 -E 20 -H a',-5990607817048210779,20141103.1805,316,35,33,2,0,94.285714,5.714286,0,0.877622,0.078385,0.247511,16.907402,51.206385,33.329976,15.767279,17.562696,0.952285,0.450494,0.501791,27.690287,0.791151,2941.322255,0.923077,12,0.045455,1,0.954545,21,0.076923,1,0.923077,0.923077,0.923077,0.877622,0.968531,0.964779,0.942857,0.065235,0.934765,0.057143,0.942857,0.942857,0.942857,0.877622,0.968531,0.973892,0.938811,0.942857,2.771,0,2.738127,0.000385,54023,101687,14858,94.285714,55.714286,?
ionosphere,1,7,weka.classifiers.functions.MultilayerPerceptron,'-L 0.6 -M 0.6 -N 500 -V 0 -S 0 -E 20 -H a',-5990607817048210779,20141103.1805,316,35,32,3,0,91.428571,8.571429,0,0.805915,0.079381,0.240097,17.388528,50.54286,32.502297,19.12398,13.378317,0.928637,0.546399,0.382238,26.604894,0.76014,2818.218976,0.833333,10,0.043478,1,0.956522,22,0.166667,2,0.909091,0.833333,0.869565,0.807607,0.923913,0.940972,0.914286,0.124431,0.875569,0.085714,0.914069,0.914286,0.913334,0.807607,0.923913,0.930306,0.902868,0.914286,2.695,0.001,2.606069,0.000383,54023,101687,14858,97.142857,55.714286,?
