@attribute Elapsed_Time_training numeric
@attribute Elapsed_Time_testing numeric
@attribute UserCPU_Time_training numeric
@attribute UserCPU_Time_testing numeric
@attribute Serialized_Model_Size numeric
@attribute Serialized_Train_Set_Size numeric
@attribute Serialized_Test_Set_Size numeric
@attribute Coverage_of_Test_Cases_By_Regions numeric
@attribute Size_of_Predicted_Regions numeric
@attribute Summary string

@data

ionosphere,1,6,weka.classifiers.functions.MultilayerPerceptron,'-L 0.6 -M 0.2 -N 500 -V 0 -S 0 -E 20 -H a',-5990607817048210779,20141103.1802,316,35,32,3,0,91.428571,8.571429,0,0.819277,0.108317,0.289229,23.36374,59.837116,33.329976,22.328015,11.001961,0.952285,0.637943,0.314342,25.652558,0.73293,2724.870227,0.923077,12,0.090909,2,0.909091,20,0.076923,1,0.857143,0.923077,0.888889,0.820768,0.91958,0.940161,0.914286,0.082118,0.917882,0.085714,0.917007,0.914286,0.914876,0.820768,0.91958,0.911751,0.909561,0.914286,1.956,0,1.939494,0.000242,54023,101687,14858,94.285714,57.142857,?
ionosphere,1,7,weka.classifiers.functions.MultilayerPerceptron,'-L 0.6 -M 0.2 -N 500 -V 0 -S 0 -E 20 -H a',-5990607817048210779,20141103.1802,316,35,33,2,0,94.285714,5.714286,0,0.867925,0.083275,0.249449,18.241416,52.511622,32.502297,26.737552,5.764744,0.928637,0.76393,0.164707,26.794653,0.765562,2838.319869,0.833333,10,0,0,1,23,0.166667,2,1,0.833333,0.909091,0.875595,0.869565,0.900099,0.942857,0.109524,0.890476,0.057143,0.947429,0.942857,0.94145,0.875595,0.869565,0.867309,0.933712,0.942857,1.934,0,1.923563,0.000259,54023,101687,14858,94.285714,54.285714,?
ionosphere,1,8,weka.classifiers.functions.MultilayerPerceptron,'-L 0.6 -M 0.2 -N 500 -V 0 -S 0 -E 20 -H a',-5990607817048210779,20141103.1802,316,35,31,4,0,88.571429,11.428571,0,0.724409,0.109718,0.317675,24.033836,66.874013,32.502297,23.749072,8.753225,0.928637,0.678545,0.250092,24.317314,0.69478,2575.898834,0.666667,8,0,0,1,23,0.333333,4,1,0.666667,0.8,0.753592,0.971014,0.955094,0.885714,0.219048,0.780952,0.114286,0.902646,0.885714,0.878857,0.753592,0.971014,0.974838,0.86,0.885714,1.952,0,1.941815,0.00025,54023,101687,14858,91.428571,51.428571,?
ionosphere,1,9,weka.classifiers.functions.MultilayerPerceptron,'-L 0.6 -M 0.2 -N 500 -V 0 -S 0 -E 20 -H a',-5990607817048210779,20141103.1802,316,35,33,2,0,94.285714,5.714286,0,0.867925,0.06652,0.229895,14.57125,48.395269,32.502297,10.364248,22.138049,0.928637,0.296121,0.632516,27.749228,0.792835,2939.436616,0.833333,10,0,0,1,23,0.166667,2,1,0.833333,0.909091,0.875595,0.98913,0.981151,0.942857,0.109524,0.890476,0.057143,0.947429,0.942857,0.94145,0.875595,0.98913,0.990009,0.933712,0.942857,2.002,0,1.981572,0.000254,54023,101687,14858,97.142857,55.714286,?
ionosphere,1,10,weka.classifiers.functions.MultilayerPerceptron,'-L 0.6 -M 0.2 -N 500 -V 0 -S 0 -E 20 -H a',-5990607817048210779,20141103.1802,316,35,32,3,0,91.428571,8.571429,0,0.797688,0.088377,0.292228,19.359058,61.5171,32.502297,35.211192,-2.708895,0.928637,1.006034,-0.077397,26.020718,0.743449,2756.338015,0.75,9,0,0,1,23,0.25,3,1,0.75,0.857143,0.814531,0.851449,0.881966,0.914286,0.164286,0.835714,0.085714,0.924176,0.914286,0.910787,0.814531,0.851449,0.851992,0.897959,0.914286,2.744,0,2.679219,0.000385,54023,101687,14858,91.428571,51.428571,?
ionosphere,1,1,weka.classifiers.functions.MultilayerPerceptron,'-L 0.8 -M 0.2 -N 500 -V 0 -S 0 -E 20 -H a',-5990607817048210779,20141103.1802,315,36,33,3,0,91.666667,8.333333,0,0.809859,0.098733,0.296931,21.416797,61.81873,33.969909,40.461325,-6.491416,0.943609,1.123926,-0.180317,26.579672,0.738324,2820.517832,0.769231,10,0,0,1,23,0.230769,3,1,0.769231,0.869565,0.824908,0.799331,0.855675,0.916667,0.147436,0.852564,0.083333,0.926282,0.916667,0.913783,0.824908,0.799331,0.830848,0.90417,0.916667,2.703,0,2.652168,0.000398,54023,101378,15167,91.666667,52.777778,?
ionosphere,1,2,weka.classifiers.functions.MultilayerPerceptron,'-L 0.8 -M 0.2 -N 500 -V 0 -S 0 -E 20 -H a',-5990607817048210779,20141103.1802,316,35,33,2,0,94.285714,5.714286,0,0.873646,0.080279,0.227974,17.315926,47.164401,33.329976,10.429496,22.90048,0.952285,0.297986,0.654299,27.587718,0.788221,2930.427098,0.846154,11,0,0,1,22,0.153846,2,1,0.846154,0.916667,0.880705,0.975524,0.969791,0.942857,0.096703,0.903297,0.057143,0.947619,0.942857,0.941718,0.880705,0.975524,0.97922,0.936594,0.942857,2.807,0,2.758655,0.000393,54023,101687,14858,97.142857,57.142857,?
ionosphere,1,3,weka.classifiers.functions.MultilayerPerceptron,'-L 0.8 -M 0.2 -N 500 -V 0 -S 0 -E 20 -H a',-5990607817048210779,20141103.1802,316,35,30,5,0,85.714286,14.285714,0,0.678899,0.153391,0.378834,33.086034,78.375085,33.329976,54.312639,-20.982663,0.952285,1.55179,-0.599505,22.131167,0.632319,2350.820496,0.692308,9,0.045455,1,0.954545,21,0.307692,4,0.9,0.692308,0.782609,0.691861,0.877622,0.878954,0.857143,0.21029,0.78971,0.142857,0.862286,0.857143,0.852385,0.691861,0.877622,0.8957,0.838113,0.857143,2.771,0,2.710496,0.000388,54023,101687,14858,85.714286,52.857143,?
ionosphere,1,4,weka.classifiers.functions.MultilayerPerceptron,'-L 0.8 -M 0.2 -N 500 -V 0 -S 0 -E 20 -H a',-5990607817048210779,20141103.1802,316,35,31,4,0,88.571429,11.428571,0,0.747292,0.108816,0.306812,23.471306,63.474925,33.329976,20.040844,13.289132,0.952285,0.572596,0.379689,25.223887,0.720682,2679.335896,0.769231,10,0.045455,1,0.954545,21,0.230769,3,0.909091,0.769231,0.833333,0.75333,0.968531,0.956259,0.885714,0.161938,0.838062,0.114286,0.887662,0.885714,0.883437,0.75333,0.968531,0.972522,0.873188,0.885714,2.734,0,2.667443,0.000384,54023,101687,14858,94.285714,55.714286,?
ionosphere,1,5,weka.classifiers.functions.MultilayerPerceptron,'-L 0.8 -M 0.2 -N 500 -V 0 -S 0 -E 20 -H a',-5990607817048210779,20141103.1802,316,35,33,2,0,94.285714,5.714286,0,0.873646,0.072348,0.213608,15.605308,44.192255,33.329976,7.107651,26.222325,0.952285,0.203076,0.749209,28.262006,0.807486,3002.051399,0.846154,11,0,0,1,22,0.153846,2,1,0.846154,0.916667,0.880705,0.993007,0.989744,0.942857,0.096703,0.903297,0.057143,0.947619,0.942857,0.941718,0.880705,0.993007,0.99365,0.936594,0.942857,2.746,0.001,2.696269,0.00039,54023,101687,14858,100,58.571429,?
ionosphere,1,6,weka.classifiers.functions.MultilayerPerceptron,'-L 0.8 -M 0.2 -N 500 -V 0 -S 0 -E 20 -H a',-5990607817048210779,20141103.1802,316,35,31,4,0,88.571429,11.428571,0,0.755245,0.108883,0.299216,23.485887,61.903399,33.329976,17.625204,15.704771,0.952285,0.503577,0.448708,25.217502,0.7205,2678.657662,0.846154,11,0.090909,2,0.909091,20,0.153846,2,0.846154,0.846154,0.846154,0.755245,0.951049,0.952088,0.885714,0.13047,0.86953,0.114286,0.885714,0.885714,0.885714,0.755245,0.951049,0.959468,0.877622,0.885714,2.729,0,2.664072,0.000385,54023,101687,14858,94.285714,55.714286,?
ionosphere,1,7,weka.classifiers.functions.MultilayerPerceptron,'-L 0.8 -M 0.2 -N 500 -V 0 -S 0 -E 20 -H a',-5990607817048210779,20141103.1802,316,35,32,3,0,91.428571,8.571429,0,0.805915,0.089841,0.274675,19.679719,57.821931,32.502297,23.596354,8.905943,0.928637,0.674182,0.254456,25.960738,0.741735,2749.984429,0.833333,10,0.043478,1,0.956522,22,0.166667,2,0.909091,0.833333,0.869565,0.807607,0.898551,0.911425,0.914286,0.124431,0.875569,0.085714,0.914069,0.914286,0.913334,0.807607,0.898551,0.915193,0.902868,0.914286,2.477,0,2.421408,0.000343,54023,101687,14858,94.285714,55.714286,?
ionosphere,1,8,weka.classifiers.functions.MultilayerPerceptron,'-L 0.8 -M 0.2 -N 500 -V 0 -S 0 -E 20 -H a',-5990607817048210779,20141103.1802,316,35,32,3,0,91.428571,8.571429,0,0.797688,0.089765,0.291391,19.663245,61.34091,32.502297,31.516355,0.985942,0.928637,0.900467,0.02817,25.944436,0.74127,2748.257568,0.75,9,0,0,1,23,0.25,3,1,0.75,0.857143,0.814531,0.873188,0.893042,0.914286,0.164286,0.835714,0.085714,0.924176,0.914286,0.910787,0.814531,0.873188,0.898265,0.897959,0.914286,2.133,0,2.083474,0.000249,54023,101687,14858,91.428571,51.428571,?
ionosphere,1,9,weka.classifiers.functions.MultilayerPerceptron,'-L 0.8 -M 0.2 -N 500 -V 0 -S 0 -E 20 -H a',-5990607817048210779,20141103.1802,316,35,33,2,0,94.285714,5.714286,0,0.867925,0.053497,0.20097,11.718557,42.306206,32.502297,8.205099,24.297197,0.928637,0.234431,0.694206,28.559472,0.815985,3025.264663,0.833333,10,0,0,1,23,0.166667,2,1,0.833333,0.909091,0.875595,0.992754,0.988095,0.942857,0.109524,0.890476,0.057143,0.947429,0.942857,0.94145,0.875595,0.992754,0.993486,0.933712,0.942857,1.978,0,1.950914,0.00025,54023,101687,14858,97.142857,54.285714,?
ionosphere,1,10,weka.classifiers.functions.MultilayerPerceptron,'-L 0.8 -M 0.2 -N 500 -V 0 -S 0 -E 20 -H a',-5990607817048210779,20141103.1802,316,35,32,3,0,91.428571,8.571429,0,0.797688,0.089309,0.292335,19.563229,61.539518,32.502297,32.533798,-0.031502,0.928637,0.929537,-0.0009,25.97288,0.742082,2751.270585,0.75,9,0,0,1,23,0.25,3,1,0.75,0.857143,0.814531,0.84058,0.868078,0.914286,0.164286,0.835714,0.085714,0.924176,0.914286,0.910787,0.814531,0.84058,0.843839,0.897959,0.914286,1.985,0,1.967671,0.000278,54023,101687,14858,91.428571,51.428571,?
ionosphere,1,1,weka.classifiers.functions.MultilayerPerceptron,'-L 0.2 -M 0.4 -N 500 -V 0 -S 0 -E 20 -H a',-5990607817048210779,20141103.1802,315,36,32,4,0,88.888889,11.111111,0,0.750865,0.121745,0.323563,26.408483,67.363282,33.969909,38.65159,-4.681681,0.943609,1.073655,-0.130047,24.874736,0.690965,2639.59754,0.769231,10,0.043478,1,0.956522,22,0.230769,3,0.909091,0.769231,0.833333,0.756759,0.812709,0.854878,0.888889,0.163136,0.836864,0.111111,0.890505,0.888889,0.886574,0.756759,0.812709,0.833834,0.875,0.888889,1.916,0,1.905362,0.000271,54023,101378,15167,91.666667,54.166667,?
ionosphere,1,2,weka.classifiers.functions.MultilayerPerceptron,'-L 0.2 -M 0.4 -N 500 -V 0 -S 0 -E 20 -H a',-5990607817048210779,20141103.1802,316,35,31,4,0,88.571429,11.428571,0,0.747292,0.100459,0.260225,21.668689,53.836608,33.329976,10.455389,22.874587,0.952285,0.298725,0.65356,25.909263,0.740265,2752.138006,0.769231,10,0.045455,1,0.954545,21,0.230769,3,0.909091,0.769231,0.833333,0.75333,0.986014,0.977416,0.885714,0.161938,0.838062,0.114286,0.887662,0.885714,0.883437,0.75333,0.986014,0.986884,0.873188,0.885714,1.92,0,1.90898,0.000248,54023,101687,14858,97.142857,57.142857,?
ionosphere,1,3,weka.classifiers.functions.MultilayerPerceptron,'-L 0.2 -M 0.4 -N 500 -V 0 -S 0 -E 20 -H a',-5990607817048210779,20141103.1802,316,35,32,3,0,91.428571,8.571429,0,0.813499,0.103166,0.30063,22.252682,62.195912,33.329976,43.599036,-10.26906,0.952285,1.245687,-0.293402,25.925262,0.740722,2753.837433,0.846154,11,0.045455,1,0.954545,21,0.153846,2,0.916667,0.846154,0.88,0.815076,0.877622,0.895588,0.914286,0.113586,0.886414,0.085714,0.914389,0.914286,0.913524,0.815076,0.877622,0.866053,0.906667,0.914286,1.931,0,1.910537,0.000259,54023,101687,14858,91.428571,52.857143,?
ionosphere,1,4,weka.classifiers.functions.MultilayerPerceptron,'-L 0.2 -M 0.4 -N 500 -V 0 -S 0 -E 20 -H a',-5990607817048210779,20141103.1802,316,35,31,4,0,88.571429,11.428571,0,0.738806,0.111184,0.291888,23.982052,60.387248,33.329976,18.23102,15.098956,0.952285,0.520886,0.431399,25.215518,0.720443,2678.446847,0.692308,9,0,0,1,22,0.307692,4,1,0.692308,0.818182,0.765375,0.937063,0.940883,0.885714,0.193407,0.806593,0.114286,0.903297,0.885714,0.880087,0.765375,0.937063,0.947322,0.867424,0.885714,1.967,0,1.951278,0.000245,54023,101687,14858,94.285714,60,?
ionosphere,1,5,weka.classifiers.functions.MultilayerPerceptron,'-L 0.2 -M 0.4 -N 500 -V 0 -S 0 -E 20 -H a',-5990607817048210779,20141103.1802,316,35,34,1,0,97.142857,2.857143,0,0.937833,0.066807,0.200779,14.410161,41.538299,33.329976,7.82413,25.505846,0.952285,0.223547,0.728738,28.797593,0.822788,3058.942684,0.923077,12,0,0,1,22,0.076923,1,1,0.923077,0.96,0.939651,0.98951,0.985577,0.971429,0.048352,0.951648,0.028571,0.972671,0.971429,0.971175,0.939651,0.98951,0.990741,0.968889,0.971429,1.951,0,1.935575,0.000235,54023,101687,14858,97.142857,54.285714,?
ionosphere,1,6,weka.classifiers.functions.MultilayerPerceptron,'-L 0.2 -M 0.4 -N 500 -V 0 -S 0 -E 20 -H a',-5990607817048210779,20141103.1802,316,35,32,3,0,91.428571,8.571429,0,0.813499,0.091648,0.264717,19.768342,54.766085,33.329976,15.173337,18.156639,0.952285,0.433524,0.518761,26.634151,0.760976,2829.137197,0.846154,11,0.045455,1,0.954545,21,0.153846,2,0.916667,0.846154,0.88,0.815076,0.954545,0.949156,0.914286,0.113586,0.886414,0.085714,0.914389,0.914286,0.913524,0.815076,0.954545,0.96191,0.906667,0.914286,2.006,0,1.985694,0.000327,54023,101687,14858,94.285714,52.857143,?
ionosphere,1,7,weka.classifiers.functions.MultilayerPerceptron,'-L 0.2 -M 0.4 -N 500 -V 0 -S 0 -E 20 -H a',-5990607817048210779,20141103.1802,316,35,31,4,0,88.571429,11.428571,0,0.724409,0.113613,0.320898,24.88711,67.552499,32.502297,34.280437,-1.77814,0.928637,0.979441,-0.050804,24.108293,0.688808,2553.757592,0.666667,8,0,0,1,23,0.333333,4,1,0.666667,0.8,0.753592,0.876812,0.89798,0.885714,0.219048,0.780952,0.114286,0.902646,0.885714,0.878857,0.753592,0.876812,0.871239,0.86,0.885714,1.976,0,1.959365,0.00025,54023,101687,14858,91.428571,52.857143,?
ionosphere,1,8,weka.classifiers.functions.MultilayerPerceptron,'-L 0.2 -M 0.4 -N 500 -V 0 -S 0 -E 20 -H a',-5990607817048210779,20141103.1802,316,35,33,2,0,94.285714,5.714286,0,0.867925,0.078345,0.246849,17.16148,51.964228,32.502297,20.103548,12.398749,0.928637,0.574387,0.35425,27.085664,0.773876,2869.146247,0.833333,10,0,0,1,23,0.166667,2,1,0.833333,0.909091,0.875595,0.963768,0.949449,0.942857,0.109524,0.890476,0.057143,0.947429,0.942857,0.94145,0.875595,0.963768,0.970198,0.933712,0.942857,1.949,0,1.929291,0.000248,54023,101687,14858,94.285714,55.714286,?
ionosphere,1,9,weka.classifiers.functions.MultilayerPerceptron,'-L 0.2 -M 0.4 -N 500 -V 0 -S 0 -E 20 -H a',-5990607817048210779,20141103.1802,316,35,33,2,0,94.285714,5.714286,0,0.867925,0.057371,0.208169,12.567246,43.821686,32.502297,10.723461,21.778836,0.928637,0.306385,0.622252,28.289633,0.808275,2996.680982,0.833333,10,0,0,1,23,0.166667,2,1,0.833333,0.909091,0.875595,0.985507,0.979167,0.942857,0.109524,0.890476,0.057143,0.947429,0.942857,0.94145,0.875595,0.985507,0.987765,0.933712,0.942857,1.935,0.001,1.925103,0.000252,54023,101687,14858,97.142857,52.857143,?
ionosphere,1,10,weka.classifiers.functions.MultilayerPerceptron,'-L 0.2 -M 0.4 -N 500 -V 0 -S 0 -E 20 -H a',-5990607817048210779,20141103.1803,316,35,32,3,0,91.428571,8.571429,0,0.797688,0.088128,0.29211,19.304466,61.492274,32.502297,34.962926,-2.460629,0.928637,0.998941,-0.070304,26.033794,0.743823,2757.723147,0.75,9,0,0,1,23,0.25,3,1,0.75,0.857143,0.814531,0.851449,0.887067,0.914286,0.164286,0.835714,0.085714,0.924176,0.914286,0.910787,0.814531,0.851449,0.85201,0.897959,0.914286,1.904,0.001,1.892138,0.000328,54023,101687,14858,91.428571,50,?
ionosphere,1,1,weka.classifiers.functions.MultilayerPerceptron,'-L 0.4 -M 0.4 -N 500 -V 0 -S 0 -E 20 -H a',-5990607817048210779,20141103.1803,315,36,32,4,0,88.888889,11.111111,0,0.750865,0.115686,0.328771,25.094326,68.447524,33.969909,44.192834,-10.222926,0.943609,1.227579,-0.28397,25.232517,0.700903,2677.563652,0.769231,10,0.043478,1,0.956522,22,0.230769,3,0.909091,0.769231,0.833333,0.756759,0.799331,0.855675,0.888889,0.163136,0.836864,0.111111,0.890505,0.888889,0.886574,0.756759,0.799331,0.830848,0.875,0.888889,1.933,0,1.901213,0.000265,54023,101378,15167,91.666667,52.777778,?
ionosphere,1,2,weka.classifiers.functions.MultilayerPerceptron,'-L 0.4 -M 0.4 -N 500 -V 0 -S 0 -E 20 -H a',-5990607817048210779,20141103.1803,316,35,33,2,0,94.285714,5.714286,0,0.877622,0.084552,0.223459,18.237634,46.230374,33.329976,10.130604,23.199372,0.952285,0.289446,0.662839,27.519593,0.786274,2923.190757,0.923077,12,0.045455,1,0.954545,21,0.076923,1,0.923077,0.923077,0.923077,0.877622,0.968531,0.964779,0.942857,0.065235,0.934765,0.057143,0.942857,0.942857,0.942857,0.877622,0.968531,0.973892,0.938811,0.942857,1.887,0.001,1.858354,0.000266,54023,101687,14858,97.142857,57.142857,?
ionosphere,1,3,weka.classifiers.functions.MultilayerPerceptron,'-L 0.4 -M 0.4 -N 500 -V 0 -S 0 -E 20 -H a',-5990607817048210779,20141103.1803,316,35,31,4,0,88.571429,11.428571,0,0.747292,0.119329,0.332514,25.738999,68.792293,33.329976,41.844976,-8.515001,0.952285,1.195571,-0.243286,24.587417,0.702498,2611.728684,0.769231,10,0.045455,1,0.954545,21,0.230769,3,0.909091,0.769231,0.833333,0.75333,0.902098,0.908168,0.885714,0.161938,0.838062,0.114286,0.887662,0.885714,0.883437,0.75333,0.902098,0.912212,0.873188,0.885714,1.859,0,1.84288,0.000252,54023,101687,14858,91.428571,54.285714,?
ionosphere,1,4,weka.classifiers.functions.MultilayerPerceptron,'-L 0.4 -M 0.4 -N 500 -V 0 -S 0 -E 20 -H a',-5990607817048210779,20141103.1803,316,35,32,3,0,91.428571,8.571429,0,0.807339,0.111362,0.292382,24.020588,60.489583,33.329976,22.486214,10.843762,0.952285,0.642463,0.309822,25.393105,0.725517,2697.310562,0.769231,10,0,0,1,22,0.230769,3,1,0.769231,0.869565,0.822753,0.902098,0.913704,0.914286,0.145055,0.854945,0.085714,0.924571,0.914286,0.911431,0.822753,0.902098,0.920838,0.902868,0.914286,1.873,0,1.854313,0.000372,54023,101687,14858,94.285714,58.571429,?
ionosphere,1,5,weka.classifiers.functions.MultilayerPerceptron,'-L 0.4 -M 0.4 -N 500 -V 0 -S 0 -E 20 -H a',-5990607817048210779,20141103.1803,316,35,33,2,0,94.285714,5.714286,0,0.873646,0.0643,0.239201,13.869445,49.487145,33.329976,16.485117,16.844858,0.952285,0.471003,0.481282,28.697124,0.819918,3048.27059,0.846154,11,0,0,1,22,0.153846,2,1,0.846154,0.916667,0.880705,0.958042,0.958826,0.942857,0.096703,0.903297,0.057143,0.947619,0.942857,0.941718,0.880705,0.958042,0.965537,0.936594,0.942857,1.862,0,1.849512,0.000253,54023,101687,14858,94.285714,51.428571,?
ionosphere,1,6,weka.classifiers.functions.MultilayerPerceptron,'-L 0.4 -M 0.4 -N 500 -V 0 -S 0 -E 20 -H a',-5990607817048210779,20141103.1803,316,35,32,3,0,91.428571,8.571429,0,0.819277,0.115334,0.293048,24.877374,60.627193,33.329976,22.787605,10.54237,0.952285,0.651074,0.301211,25.236836,0.721052,2680.711369,0.923077,12,0.090909,2,0.909091,20,0.076923,1,0.857143,0.923077,0.888889,0.820768,0.916084,0.935089,0.914286,0.082118,0.917882,0.085714,0.917007,0.914286,0.914876,0.820768,0.916084,0.908681,0.909561,0.914286,1.868,0,1.846779,0.000252,54023,101687,14858,94.285714,58.571429,?
ionosphere,1,7,weka.classifiers.functions.MultilayerPerceptron,'-L 0.4 -M 0.4 -N 500 -V 0 -S 0 -E 20 -H a',-5990607817048210779,20141103.1803,316,35,33,2,0,94.285714,5.714286,0,0.867925,0.080456,0.247138,17.623971,52.025153,32.502297,26.670909,5.831388,0.928637,0.762026,0.166611,26.975715,0.770735,2857.499502,0.833333,10,0,0,1,23,0.166667,2,1,0.833333,0.909091,0.875595,0.865942,0.898571,0.942857,0.109524,0.890476,0.057143,0.947429,0.942857,0.94145,0.875595,0.865942,0.864621,0.933712,0.942857,1.928,0,1.893692,0.000263,54023,101687,14858,94.285714,54.285714,?
ionosphere,1,8,weka.classifiers.functions.MultilayerPerceptron,'-L 0.4 -M 0.4 -N 500 -V 0 -S 0 -E 20 -H a',-5990607817048210779,20141103.1803,316,35,32,3,0,91.428571,8.571429,0,0.797688,0.09051,0.292443,19.826314,61.562287,32.502297,27.772974,4.729323,0.928637,0.793514,0.135124,25.907932,0.740227,2744.39075,0.75,9,0,0,1,23,0.25,3,1,0.75,0.857143,0.814531,0.884058,0.889103,0.914286,0.164286,0.835714,0.085714,0.924176,0.914286,0.910787,0.814531,0.884058,0.90572,0.897959,0.914286,2,0.001,1.960508,0.000381,54023,101687,14858,91.428571,51.428571,?
ionosphere,1,9,weka.classifiers.functions.MultilayerPerceptron,'-L 0.4 -M 0.4 -N 500 -V 0 -S 0 -E 20 -H a',-5990607817048210779,20141103.1803,316,35,33,2,0,94.285714,5.714286,0,0.867925,0.061769,0.238773,13.530643,50.264193,32.502297,15.781889,16.720408,0.928637,0.450911,0.477726,28.025505,0.800729,2968.702275,0.833333,10,0,0,1,23,0.166667,2,1,0.833333,0.909091,0.875595,0.981884,0.970513,0.942857,0.109524,0.890476,0.057143,0.947429,0.942857,0.94145,0.875595,0.981884,0.983925,0.933712,0.942857,1.888,0,1.870504,0.00026,54023,101687,14858,94.285714,51.428571,?
ionosphere,1,10,weka.classifiers.functions.MultilayerPerceptron,'-L 0.4 -M 0.4 -N 500 -V 0 -S 0 -E 20 -H a',-5990607817048210779,20141103.1803,316,35,32,3,0,91.428571,8.571429,0,0.797688,0.088304,0.292297,19.343221,61.531649,32.502297,36.335895,-3.833598,0.928637,1.038168,-0.109531,26.024654,0.743562,2756.755002,0.75,9,0,0,1,23,0.25,3,1,0.75,0.857143,0.814531,0.844203,0.875412,0.914286,0.164286,0.835714,0.085714,0.924176,0.914286,0.910787,0.814531,0.844203,0.84588,0.897959,0.914286,1.996,0,1.94336,0.000261,54023,101687,14858,91.428571,50,?
ionosphere,1,1,weka.classifiers.functions.MultilayerPerceptron,'-L 0.6 -M 0.4 -N 500 -V 0 -S 0 -E 20 -H a',-5990607817048210779,20141103.1803,315,36,33,3,0,91.666667,8.333333,0,0.809859,0.099666,0.300173,21.61916,62.493643,33.969909,40.348179,-6.37827,0.943609,1.120783,-0.177174,26.379702,0.732769,2799.297886,0.769231,10,0,0,1,23,0.230769,3,1,0.769231,0.869565,0.824908,0.802676,0.856585,0.916667,0.147436,0.852564,0.083333,0.926282,0.916667,0.913783,0.824908,0.802676,0.833822,0.90417,0.916667,1.935,0,1.881989,0.000278,54023,101378,15167,91.666667,52.777778,?
ionosphere,1,2,weka.classifiers.functions.MultilayerPerceptron,'-L 0.6 -M 0.4 -N 500 -V 0 -S 0 -E 20 -H a',-5990607817048210779,20141103.1803,316,35,33,2,0,94.285714,5.714286,0,0.873646,0.077744,0.216242,16.769098,44.737168,33.329976,9.576481,23.753494,0.952285,0.273614,0.678671,27.882819,0.796652,2961.773389,0.846154,11,0,0,1,22,0.153846,2,1,0.846154,0.916667,0.880705,0.982517,0.975983,0.942857,0.096703,0.903297,0.057143,0.947619,0.942857,0.941718,0.880705,0.982517,0.984611,0.936594,0.942857,1.928,0,1.904966,0.000252,54023,101687,14858,97.142857,57.142857,?
ionosphere,1,3,weka.classifiers.functions.MultilayerPerceptron,'-L 0.6 -M 0.4 -N 500 -V 0 -S 0 -E 20 -H a',-5990607817048210779,20141103.1803,316,35,30,5,0,85.714286,14.285714,0,0.678899,0.151383,0.37725,32.652854,78.047519,33.329976,52.569218,-19.239243,0.952285,1.501978,-0.549693,22.257004,0.635914,2364.187151,0.692308,9,0.045455,1,0.954545,21,0.307692,4,0.9,0.692308,0.782609,0.691861,0.870629,0.876871,0.857143,0.21029,0.78971,0.142857,0.862286,0.857143,0.852385,0.691861,0.870629,0.88445,0.838113,0.857143,1.932,0,1.921885,0.000244,54023,101687,14858,85.714286,52.857143,?
ionosphere,1,4,weka.classifiers.functions.MultilayerPerceptron,'-L 0.6 -M 0.4 -N 500 -V 0 -S 0 -E 20 -H a',-5990607817048210779,20141103.1803,316,35,31,4,0,88.571429,11.428571,0,0.747292,0.108222,0.303583,23.343312,62.806754,33.329976,21.731244,11.598731,0.952285,0.620893,0.331392,25.376695,0.725048,2695.56747,0.769231,10,0.045455,1,0.954545,21,0.230769,3,0.909091,0.769231,0.833333,0.75333,0.954545,0.938889,0.885714,0.161938,0.838062,0.114286,0.887662,0.885714,0.883437,0.75333,0.954545,0.961175,0.873188,0.885714,1.944,0.001,1.928191,0.000283,54023,101687,14858,91.428571,52.857143,?
ionosphere,1,5,weka.classifiers.functions.MultilayerPerceptron,'-L 0.6 -M 0.4 -N 500 -V 0 -S 0 -E 20 -H a',-5990607817048210779,20141103.1803,316,35,33,2,0,94.285714,5.714286,0,0.873646,0.078324,0.238178,16.894392,49.275547,33.329976,9.852651,23.477324,0.952285,0.281504,0.670781,27.781382,0.793754,2950.998565,0.846154,11,0,0,1,22,0.153846,2,1,0.846154,0.916667,0.880705,0.982517,0.975983,0.942857,0.096703,0.903297,0.057143,0.947619,0.942857,0.941718,0.880705,0.982517,0.984611,0.936594,0.942857,2.098,0,1.999265,0.000351,54023,101687,14858,97.142857,58.571429,?
ionosphere,1,6,weka.classifiers.functions.MultilayerPerceptron,'-L 0.6 -M 0.4 -N 500 -V 0 -S 0 -E 20 -H a',-5990607817048210779,20141103.1803,316,35,31,4,0,88.571429,11.428571,0,0.755245,0.108872,0.306971,23.483501,63.50766,33.329976,21.596108,11.733868,0.952285,0.617032,0.335253,25.174333,0.719267,2674.072177,0.846154,11,0.090909,2,0.909091,20,0.153846,2,0.846154,0.846154,0.846154,0.755245,0.93007,0.944346,0.885714,0.13047,0.86953,0.114286,0.885714,0.885714,0.885714,0.755245,0.93007,0.935548,0.877622,0.885714,1.935,0.001,1.902035,0.000256,54023,101687,14858,94.285714,52.857143,?
